"school_name","major_group","grand_total"
"WilburEL","Temporary Personnel Account",13574
"WillenbergSpEdCtr","Cafeteria",135625
"WillenbergSpEdCtr","Campus Aides",21030
"WillenbergSpEdCtr","Certificated Supplemental Time (X, Z, & Professional Development)",9869
"WillenbergSpEdCtr","Classified Overtime, X & Z Time",2900
"WillenbergSpEdCtr","Counselors",0
"WillenbergSpEdCtr","Counselors, Pupil Services & Attendance (Psa)",10441
"WillenbergSpEdCtr","Custodial Supplies",4859
"WillenbergSpEdCtr","Custodians",426821
"WillenbergSpEdCtr","Instructional Materials",3034
"WillenbergSpEdCtr","Instructional Materials",4679
"WillenbergSpEdCtr","Instructional Materials",16673
"WillenbergSpEdCtr","Nurses",9896
"WillenbergSpEdCtr","Parent Involvement",36
"WillenbergSpEdCtr","Parent Involvement",1176
"WillenbergSpEdCtr","Parent Involvement",20267
"WillenbergSpEdCtr","Parent Involvement",20925
"WillenbergSpEdCtr","Psychologists",20880
"WillenbergSpEdCtr","Sped-Administrators-Sped Centers",264735
"WillenbergSpEdCtr","Sped-Allocation To Schools For Compliance",12878
"WillenbergSpEdCtr","Sped-Assistants",769250
"WillenbergSpEdCtr","Sped-Assistants",2685502
"WillenbergSpEdCtr","Sped-Assistants-Preschool",22794
"WillenbergSpEdCtr","Sped-Clerical Support-Sped Centers",184169
"WillenbergSpEdCtr","Sped-Ima Allocation To Schools",7875
"WillenbergSpEdCtr","Sped-Ima-Equip-Material",12000
"WillenbergSpEdCtr","Sped-Teacher-Special Day Program",2361591
"WillenbergSpEdCtr","Sped-Teacher-Special Day Program-Preschool",102343
"WillenbergSpEdCtr","Sped-Temporary Personnel Account",356
"WillenbergSpEdCtr","Sped-Temporary Personnel Account",2017
"WillenbergSpEdCtr","Sped-Temporary Personnel Account",10794
"WillenbergSpEdCtr","Substitutes-Day To Day And Long-Term",1007
"WillenbergSpEdCtr","Substitutes-Day To Day And Long-Term",6612
"WilliamJClintonMS","Accelerated Academic Literacy",30606
"WilliamJClintonMS","Administrators (Assistant Principal - Secondary Counseling Services)",125589
"WilliamJClintonMS","Administrators (Principals & Assistant Principals)",148434
"WilliamJClintonMS","Advisors",101697
"WilliamJClintonMS","Cafeteria",329671
"WilliamJClintonMS","Campus Aides",95073
"WilliamJClintonMS","Certificated Supplemental Time (X, Z, & Professional Development)",2500
"WilliamJClintonMS","Certificated Supplemental Time (X, Z, & Professional Development)",15000
"WilliamJClintonMS","Certificated Supplemental Time (X, Z, & Professional Development)",18000
"WilliamJClintonMS","Classified Overtime, X & Z Time",3000
"WilliamJClintonMS","Clerical Substitutes",1538
"WilliamJClintonMS","Clerical Support",91225
"WilliamJClintonMS","Clerical Support",172332
"WilliamJClintonMS","Common Core State Standards",42440
"WilliamJClintonMS","Coordinators",0
"WilliamJClintonMS","Counseling Time (Registration)",3664
"WilliamJClintonMS","Counselors",98954
"WilliamJClintonMS","Counselors",182895
"WilliamJClintonMS","Counselors, Pupil Services & Attendance (Psa)",104401
"WilliamJClintonMS","Custodial Overtime & Relief",3000
"WilliamJClintonMS","Custodial Supplies",300
"WilliamJClintonMS","Custodial Supplies",10518
"WilliamJClintonMS","Custodians",294741
"WilliamJClintonMS","Financial Managers",36819
"WilliamJClintonMS","General Supplies",14365
"WilliamJClintonMS","Instructional Materials",14864
"WilliamJClintonMS","Instructional Materials",39431
"WilliamJClintonMS","Instructional Materials",65610
"WilliamJClintonMS","Nurses",19790
"WilliamJClintonMS","Nurses",79161
"WilliamJClintonMS","Parent Involvement",9444
"WilliamJClintonMS","Parent Involvement",12443
"WilliamJClintonMS","Parent Involvement",12443
"WilliamJClintonMS","Psychologists",8352
"WilliamJClintonMS","Psychologists",62640
"WilliamJClintonMS","Reasonable Accommodations",25654
"WilliamJClintonMS","Sped-Allocation To Schools For Compliance",6885
"WilliamJClintonMS","Sped-Assistants",49500
"WilliamJClintonMS","Sped-Assistants",292417
"WilliamJClintonMS","Sped-Ima Allocation To Schools",714
"WilliamJClintonMS","Sped-Teacher-Resource Specialist Program",163569
"WilliamJClintonMS","Sped-Teacher-Special Day Program",436061
"WilliamJClintonMS","Substitutes-Day To Day And Long-Term",89370
"WilliamJClintonMS","Teacher - Library Media",0
"WilliamJClintonMS","Teacher Academic Differentials",2535
"WilliamJClintonMS","Teacher Assistants",1009
"WilliamJClintonMS","Teacher Assistants",25654
"WilliamJClintonMS","Teacher Assistants",29654
"WilliamJClintonMS","Teachers",2510117
"WilliamJClintonMS","Temporary Personnel Account",13520
"WilliamJClintonMS","Transportation",9990
"WilliamJohnstonCDS","Options Program",476
"WilliamJohnstonCDS","Options Program",1320
"WilliamJohnstonCDS","Options Program",2024
"WilliamJohnstonCDS","Options Program",6365
"WilliamJohnstonCDS","Options Program",12740
"WilliamJohnstonCDS","Options Program",21030
"WilliamJohnstonCDS","Options Program",22210
"WilliamJohnstonCDS","Options Program",38000
"WilliamJohnstonCDS","Options Program",38201
"WilliamJohnstonCDS","Options Program",45785
"WilliamJohnstonCDS","Options Program",68090
"WilliamJohnstonCDS","Options Program",75242
"WilliamJohnstonCDS","Options Program",1222733
"WilliamJohnstonCDS","Sped-Options",243
"WilliamJohnstonCDS","Sped-Options",2423
"WilliamJohnstonCDS","Sped-Options",102343
"WilliamJohnstonCDS","Sped-Options",138522
"WilliamJohnstonCDS","Sped-Options",200128
"WilliamRAntonEEC","Early Childhood Development",1669628
"WilliamRAntonEEC","Housekeepers",59103
"WilliamRAntonEEC","Instructional Materials",16300
"WilliamRAntonEEC","Sped-Allocation To Schools For Compliance",574
"WilliamRAntonEEC","Sped-Assistants-Preschool",49500
"WilliamRAntonEEC","Sped-Ima Allocation To Schools",150
"WilliamRAntonEEC","Sped-Teacher-Special Day Program-Preschool",98954
"WilliamRAntonES","Administrators (Principals & Assistant Principals)",120175
"WilliamRAntonES","Administrators (Principals & Assistant Principals)",142984
"WilliamRAntonES","Arts Program",38196
"WilliamRAntonES","Cafeteria",189546
"WilliamRAntonES","Campus Aides",21030
"WilliamRAntonES","Categorical Program Advisors",100389
"WilliamRAntonES","Certificated Supplemental Time (X, Z, & Professional Development)",2005
"WilliamRAntonES","Certificated Supplemental Time (X, Z, & Professional Development)",4047
"WilliamRAntonES","Certificated Supplemental Time (X, Z, & Professional Development)",10050
"WilliamRAntonES","Clerical Substitutes",1493
"WilliamRAntonES","Clerical Support",179494
"WilliamRAntonES","Coaches Instructional",102154
"WilliamRAntonES","Common Core State Standards",60340
"WilliamRAntonES","Counselors, Pupil Services & Attendance (Psa)",20880
"WilliamRAntonES","Custodial Supplies",5398
"WilliamRAntonES","Custodians",38180
"WilliamRAntonES","Custodians",136097
"WilliamRAntonES","General Supplies",13583
"WilliamRAntonES","Instructional Materials",1000
"WilliamRAntonES","Instructional Materials",10000
"WilliamRAntonES","Instructional Materials",12592
"WilliamRAntonES","Library Aides",11470
"WilliamRAntonES","Nurses",19790
"WilliamRAntonES","Nurses",39580
"WilliamRAntonES","Parent Involvement",4867
"WilliamRAntonES","Parent Involvement",9408
"WilliamRAntonES","Physical Education Teacher Incentive",18728
"WilliamRAntonES","Psychiatric Social Workers",20880
"WilliamRAntonES","Psychologists",5220
"WilliamRAntonES","Psychologists",41760
"WilliamRAntonES","Reasonable Accommodations",2142
"WilliamRAntonES","School Readiness Language Development Program",114774
"WilliamRAntonES","Sped-Allocation To Schools For Compliance",5100
"WilliamRAntonES","Sped-Assistants",49500
"WilliamRAntonES","Sped-Assistants",293725
"WilliamRAntonES","Sped-Ima Allocation To Schools",141
"WilliamRAntonES","Sped-Teacher-Resource Specialist Program",199384
"WilliamRAntonES","Sped-Teacher-Special Day Program",189135
"WilliamRAntonES","Substitutes-Day To Day And Long-Term",1323
"WilliamRAntonES","Substitutes-Day To Day And Long-Term",1844
"WilliamRAntonES","Substitutes-Day To Day And Long-Term",20000
"WilliamRAntonES","Substitutes-Day To Day And Long-Term",99300
"WilliamRAntonES","Teacher Assistants",44912
"WilliamRAntonES","Teachers",2983
"WilliamRAntonES","Teachers",98954
"WilliamRAntonES","Teachers",3014982
"WilliamRAntonES","Temporary Personnel Account",8422
"WilliamRAntonES","Temporary Personnel Account",17578
"WilliamRAntonES","Transportation",5550
"WillowElSchool","Administrators (Principals & Assistant Principals)",122421
"WillowElSchool","Advisors",56315
"WillowElSchool","Arts Program",38196
"WillowElSchool","Cafeteria",118315
"WillowElSchool","Campus Aides",21030
"WillowElSchool","Categorical Program Advisors",58908
"WillowElSchool","Certificated Supplemental Time (X, Z, & Professional Development)",17128
"WillowElSchool","Clerical Substitutes",1037
"WillowElSchool","Clerical Support",1417
"WillowElSchool","Clerical Support",124665
"WillowElSchool","Common Core State Standards",39340
"WillowElSchool","Counselors, Pupil Services & Attendance (Psa)",20879
"WillowElSchool","Custodial Overtime & Relief",1500
"WillowElSchool","Custodial Supplies",4258
"WillowElSchool","Custodians",121689
"WillowElSchool","Differentials/Longevities",863
"WillowElSchool","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"WillowElSchool","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"WillowElSchool","General Supplies",6318
"WillowElSchool","Instructional Materials",11740
"WillowElSchool","Instructional Materials",39992
"WillowElSchool","Instructional Materials",42608
"WillowElSchool","Nurses",19790
"WillowElSchool","Parent Involvement",5664
"WillowElSchool","Parent Involvement",8660
"WillowElSchool","Parent Involvement",11996
"WillowElSchool","Physical Education Teacher Incentive",18728
"WillowElSchool","Psychologists",5220
"WillowElSchool","Psychologists",10441
"WillowElSchool","Psychologists",20879
"WillowElSchool","Sped-Allocation To Schools For Compliance",3762
"WillowElSchool","Sped-Assistants",47771
"WillowElSchool","Sped-Assistants",49500
"WillowElSchool","Sped-Assistants-Preschool",95674
"WillowElSchool","Sped-Ima Allocation To Schools",306
"WillowElSchool","Sped-Teacher-Resource Specialist Program",98954
"WillowElSchool","Sped-Teacher-Special Day Program",77434
"WillowElSchool","Sped-Teacher-Special Day Program-Preschool",69879
"WillowElSchool","Substitutes-Day To Day And Long-Term",1841
"WillowElSchool","Substitutes-Day To Day And Long-Term",3727
"WillowElSchool","Substitutes-Day To Day And Long-Term",58019
"WillowElSchool","Substitutes-Day To Day And Long-Term",72820
"WillowElSchool","Teacher Assistants",38486
"WillowElSchool","Teacher Assistants",59866
"WillowElSchool","Teachers",10452
"WillowElSchool","Teachers",10452
"WillowElSchool","Teachers",2162843
"WillowElSchool","Temporary Personnel Account",12188
"WilmingtonMS","Accelerated Academic Literacy",30606
"WilmingtonMS","Administrators (Principals & Assistant Principals)",120175
"WilmingtonMS","Administrators (Principals & Assistant Principals)",402100
"WilmingtonMS","Advisors",108262
"WilmingtonMS","Cafeteria",415249
"WilmingtonMS","Campus Aides",95073
"WilmingtonMS","Categorical Program Advisors",157717
"WilmingtonMS","Certificated Supplemental Time (X, Z, & Professional Development)",840
"WilmingtonMS","Certificated Supplemental Time (X, Z, & Professional Development)",2911
"WilmingtonMS","Certificated Supplemental Time (X, Z, & Professional Development)",16500
"WilmingtonMS","Certificated Supplemental Time (X, Z, & Professional Development)",26505
"WilmingtonMS","Clerical Substitutes",2543
"WilmingtonMS","Clerical Support",4000
"WilmingtonMS","Clerical Support",23000
"WilmingtonMS","Clerical Support",54829
"WilmingtonMS","Clerical Support",238655
"WilmingtonMS","Coaches Instructional",21773
"WilmingtonMS","Coaches Instructional",50196
"WilmingtonMS","Coaches Instructional",80163
"WilmingtonMS","Common Core State Standards",101640
"WilmingtonMS","Coordinators",49478
"WilmingtonMS","Counseling Time (Registration)",4543
"WilmingtonMS","Counselors",207768
"WilmingtonMS","Counselors, Pupil Services & Attendance (Psa)",104401
"WilmingtonMS","Custodial Supplies",10822
"WilmingtonMS","Custodians",38180
"WilmingtonMS","Custodians",301632
"WilmingtonMS","Differentials/Longevities",718
"WilmingtonMS","Differentials/Longevities",1436
"WilmingtonMS","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"WilmingtonMS","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"WilmingtonMS","Financial Managers",36819
"WilmingtonMS","General Supplies",23630
"WilmingtonMS","Instructional Aides",39772
"WilmingtonMS","Instructional Materials",24280
"WilmingtonMS","Instructional Materials",29955
"WilmingtonMS","Instructional Materials",47258
"WilmingtonMS","Instructional Materials",90241
"WilmingtonMS","Nurses",19790
"WilmingtonMS","Nurses",39580
"WilmingtonMS","Parent Involvement",12442
"WilmingtonMS","Parent Involvement",13692
"WilmingtonMS","Psychologists",8352
"WilmingtonMS","Psychologists",54288
"WilmingtonMS","Sped-Allocation To Schools For Compliance",11858
"WilmingtonMS","Sped-Assistants",97271
"WilmingtonMS","Sped-Assistants",587348
"WilmingtonMS","Sped-Ima Allocation To Schools",1135
"WilmingtonMS","Sped-Teacher-Resource Specialist Program",304115
"WilmingtonMS","Sped-Teacher-Special Day Program",804429
"WilmingtonMS","Substitutes-Day To Day And Long-Term",1324
"WilmingtonMS","Substitutes-Day To Day And Long-Term",1324
"WilmingtonMS","Substitutes-Day To Day And Long-Term",14564
"WilmingtonMS","Substitutes-Day To Day And Long-Term",145640
"WilmingtonMS","Teacher Academic Differentials",4170
"WilmingtonMS","Teachers",93641
"WilmingtonMS","Teachers",98954
"WilmingtonMS","Teachers",1067242
"WilmingtonMS","Teachers",4349049
"WilmingtonMS","Temporary Personnel Account",22240
"WilmingtonPkEEC","Early Childhood Development",1663971
"WilmingtonPkEEC","Housekeepers",59103
"WilmingtonPkEEC","Instructional Materials",16300
"WilmingtonPkEEC","Sped-Allocation To Schools For Compliance",893
"WilmingtonPkEEC","Sped-Assistants",43117
"WilmingtonPkEEC","Sped-Ima Allocation To Schools",150
"WilmingtonPkEEC","Sped-Teacher-Special Day Program-Preschool",101697
"WilmingtonPkEL","Administrators (Principals & Assistant Principals)",141475
"WilmingtonPkEL","Advisors",102343
"WilmingtonPkEL","Arts Program",38196
"WilmingtonPkEL","Cafeteria",293094
"WilmingtonPkEL","Campus Aides",21473
"WilmingtonPkEL","Categorical Program Advisors",100390
"WilmingtonPkEL","Certificated Supplemental Time (X, Z, & Professional Development)",3610
"WilmingtonPkEL","Certificated Supplemental Time (X, Z, & Professional Development)",38110
"WilmingtonPkEL","Clerical Substitutes",1598
"WilmingtonPkEL","Clerical Support",6000
"WilmingtonPkEL","Clerical Support",179494
"WilmingtonPkEL","Common Core State Standards",14460
"WilmingtonPkEL","Coordinators",98954
"WilmingtonPkEL","Custodial Overtime & Relief",2000
"WilmingtonPkEL","Custodial Supplies",5985
"WilmingtonPkEL","Custodians",165710
"WilmingtonPkEL","General Supplies",4722
"WilmingtonPkEL","Instructional Aides",15114
"WilmingtonPkEL","Instructional Materials",1000
"WilmingtonPkEL","Instructional Materials",23200
"WilmingtonPkEL","Instructional Materials",46901
"WilmingtonPkEL","Library Aides",11470
"WilmingtonPkEL","Nurses",19790
"WilmingtonPkEL","Nurses",79161
"WilmingtonPkEL","Parent Involvement",8906
"WilmingtonPkEL","Parent Involvement",8952
"WilmingtonPkEL","Psychologists",5220
"WilmingtonPkEL","Psychologists",62640
"WilmingtonPkEL","Reasonable Accommodations",13304
"WilmingtonPkEL","School Readiness Language Development Program",115256
"WilmingtonPkEL","Sped-Allocation To Schools For Compliance",8798
"WilmingtonPkEL","Sped-Assistants",54895
"WilmingtonPkEL","Sped-Assistants",283965
"WilmingtonPkEL","Sped-Assistants-Preschool",194674
"WilmingtonPkEL","Sped-Ima Allocation To Schools",995
"WilmingtonPkEL","Sped-Preschool Program Services (Including Itinerants)",51288
"WilmingtonPkEL","Sped-Teacher-Resource Specialist Program",203394
"WilmingtonPkEL","Sped-Teacher-Special Day Program",372323
"WilmingtonPkEL","Sped-Teacher-Special Day Program-Preschool",189135
"WilmingtonPkEL","Substitutes-Day To Day And Long-Term",4692
"WilmingtonPkEL","Substitutes-Day To Day And Long-Term",19860
"WilmingtonPkEL","Substitutes-Day To Day And Long-Term",109230
"WilmingtonPkEL","Teacher Assistants",90435
"WilmingtonPkEL","Teachers",18630
"WilmingtonPkEL","Teachers",3276552
"WilmingtonPkEL","Temporary Personnel Account",19052
"WilmingtonPkSPS","Early Childhood Development",118229
"WilshireCrestEL","Administrators (Principals & Assistant Principals)",134234
"WilshireCrestEL","Advisors",0
"WilshireCrestEL","Advisors",41536
"WilshireCrestEL","Afterschool Programs",1615
"WilshireCrestEL","Afterschool Programs",60566
"WilshireCrestEL","Arts Program",19098
"WilshireCrestEL","Cafeteria",81590
"WilshireCrestEL","Campus Aides",21473
"WilshireCrestEL","Categorical Program Advisors",58763
"WilshireCrestEL","Certificated Supplemental Time (X, Z, & Professional Development)",735
"WilshireCrestEL","Certificated Supplemental Time (X, Z, & Professional Development)",1809
"WilshireCrestEL","Certificated Supplemental Time (X, Z, & Professional Development)",11247
"WilshireCrestEL","Classified Overtime, X & Z Time",1500
"WilshireCrestEL","Clerical Support",97251
"WilshireCrestEL","Common Core State Standards",15820
"WilshireCrestEL","Custodial Supplies",2981
"WilshireCrestEL","Custodians",121689
"WilshireCrestEL","Differentials/Longevities",546
"WilshireCrestEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"WilshireCrestEL","Employee Benefits/Adjustments/Public Employee Retirements",-6509
"WilshireCrestEL","General Supplies",2308
"WilshireCrestEL","Indirect Cost",3028
"WilshireCrestEL","Instructional Materials",868
"WilshireCrestEL","Instructional Materials",1000
"WilshireCrestEL","Instructional Materials",4245
"WilshireCrestEL","Instructional Materials",5507
"WilshireCrestEL","Library Aides",10283
"WilshireCrestEL","Nurses",19790
"WilshireCrestEL","Parent Involvement",1836
"WilshireCrestEL","Parent Involvement",2000
"WilshireCrestEL","Psychologists",5220
"WilshireCrestEL","School Readiness Language Development Program",116058
"WilshireCrestEL","Sped-Allocation To Schools For Compliance",4973
"WilshireCrestEL","Sped-Assistants",141848
"WilshireCrestEL","Sped-Assistants-Preschool",148500
"WilshireCrestEL","Sped-Deaf And Hard Of Hearing",51158
"WilshireCrestEL","Sped-Ima Allocation To Schools",574
"WilshireCrestEL","Sped-Teacher-Resource Specialist Program",106071
"WilshireCrestEL","Sped-Teacher-Special Day Program",93641
"WilshireCrestEL","Sped-Teacher-Special Day Program-Preschool",296145
"WilshireCrestEL","Substitutes-Day To Day And Long-Term",33100
"WilshireCrestEL","Teacher Assistants",12827
"WilshireCrestEL","Teachers",10472
"WilshireCrestEL","Teachers",945680
"WilshireCrestEL","Temporary Personnel Account",13497
"WilshireCrestEL","Transportation",2220
"WilshireParkES","Administrators (Principals & Assistant Principals)",137098
"WilshireParkES","Advisors",58045
"WilshireParkES","Afterschool Programs",2153
"WilshireParkES","Afterschool Programs",84248
"WilshireParkES","Arts Program",38196
"WilshireParkES","Cafeteria",112032
"WilshireParkES","Campus Aides",21030
"WilshireParkES","Categorical Program Advisors",58763
"WilshireParkES","Certificated Supplemental Time (X, Z, & Professional Development)",3482
"WilshireParkES","Certificated Supplemental Time (X, Z, & Professional Development)",15700
"WilshireParkES","Classified Overtime, X & Z Time",3000
"WilshireParkES","Clerical Substitutes",1015
"WilshireParkES","Clerical Support",1300
"WilshireParkES","Clerical Support",119240
"WilshireParkES","Custodial Overtime & Relief",3000
"WilshireParkES","Custodial Supplies",4220
"WilshireParkES","Custodians",124334
"WilshireParkES","Differentials/Longevities",718
"WilshireParkES","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"WilshireParkES","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"WilshireParkES","General Supplies",9197
"WilshireParkES","Indirect Cost",4212
"WilshireParkES","Instructional Materials",8464
"WilshireParkES","Instructional Materials",34000
"WilshireParkES","Instructional Materials",53008
"WilshireParkES","Nurses",19790
"WilshireParkES","Parent Involvement",5004
"WilshireParkES","Parent Involvement",12442
"WilshireParkES","Parent Involvement",67192
"WilshireParkES","Psychologists",5220
"WilshireParkES","Psychologists",15660
"WilshireParkES","Sped-Allocation To Schools For Compliance",2423
"WilshireParkES","Sped-Assistants",148500
"WilshireParkES","Sped-Ima Allocation To Schools",141
"WilshireParkES","Sped-Teacher-Resource Specialist Program",101697
"WilshireParkES","Sped-Teacher-Special Day Program",195338
"WilshireParkES","Substitutes-Day To Day And Long-Term",5966
"WilshireParkES","Substitutes-Day To Day And Long-Term",72820
"WilshireParkES","Teacher Assistants",79109
"WilshireParkES","Teachers",4104
"WilshireParkES","Teachers",2150948
"WilshireParkES","Temporary Personnel Account",10806
"WilshireParkES","Temporary Personnel Account",11902
"WilsonAdm/LawMag","Clerical Substitutes",413
"WilsonAdm/LawMag","General Supplies",3825
"WilsonAdm/LawMag","Instructional Materials",4862
"WilsonAdm/LawMag","Magnet Schools Resources",3825
"WilsonAdm/LawMag","Magnet Schools Resources",88848
"WilsonAdm/LawMag","Sped-Allocation To Schools For Compliance",574
"WilsonAdm/LawMag","Sped-Ima Allocation To Schools",39
"WilsonAdm/LawMag","Substitutes-Day To Day And Long-Term",26480
"WilsonAdm/LawMag","Teachers",752456
"WilsonPoliceAcaMag","Clerical Substitutes",217
"WilsonPoliceAcaMag","General Supplies",2125
"WilsonPoliceAcaMag","Instructional Materials",2684
"WilsonPoliceAcaMag","Magnet Schools Resources",2125
"WilsonPoliceAcaMag","Sped-Allocation To Schools For Compliance",957
"WilsonPoliceAcaMag","Sped-Ima Allocation To Schools",39
"WilsonPoliceAcaMag","Substitutes-Day To Day And Long-Term",16550
"WilsonPoliceAcaMag","Teachers",441068
"WilsonSH","Accelerated Academic Literacy",15303
"WilsonSH","Administrators (Assistant Principal - Secondary Counseling Services)",128296
"WilsonSH","Administrators (Principals & Assistant Principals)",280406
"WilsonSH","Adult Education/ Regional Occupation Center/Programs",230
"WilsonSH","Adult Education/ Regional Occupation Center/Programs",700
"WilsonSH","Adult Education/ Regional Occupation Center/Programs",10875
"WilsonSH","Adult Education/ Regional Occupation Center/Programs",12570
"WilsonSH","Adult Education/ Regional Occupation Center/Programs",13550
"WilsonSH","Adult Education/ Regional Occupation Center/Programs",21825
"WilsonSH","Adult Education/ Regional Occupation Center/Programs",172056
"WilsonSH","Advisors",98954
"WilsonSH","Athletics",30604
"WilsonSH","Cafeteria",489930
"WilsonSH","Campus Aides",216007
"WilsonSH","Certificated Supplemental Time (X, Z, & Professional Development)",840
"WilsonSH","Certificated Supplemental Time (X, Z, & Professional Development)",2005
"WilsonSH","Certificated Supplemental Time (X, Z, & Professional Development)",2100
"WilsonSH","Certificated Supplemental Time (X, Z, & Professional Development)",31682
"WilsonSH","Clerical Substitutes",2228
"WilsonSH","Clerical Support",54829
"WilsonSH","Clerical Support",54829
"WilsonSH","Clerical Support",245456
"WilsonSH","Coaches Instructional",21773
"WilsonSH","Coaches Instructional",80163
"WilsonSH","Coaches Instructional",98954
"WilsonSH","Common Core State Standards",42602
"WilsonSH","Counseling Time (Registration)",7790
"WilsonSH","Counselors",197908
"WilsonSH","Counselors",301847
"WilsonSH","Counselors, Pupil Services & Attendance (Psa)",83522
"WilsonSH","Custodial Supplies",16458
"WilsonSH","Custodians",531488
"WilsonSH","Financial Managers",83602
"WilsonSH","General Supplies",17941
"WilsonSH","Instructional Aides",0
"WilsonSH","Instructional Aides",39772
"WilsonSH","Instructional Materials",11000
"WilsonSH","Instructional Materials",26136
"WilsonSH","Instructional Materials",75170
"WilsonSH","Instructional Materials",93313
"WilsonSH","Nurses",19790
"WilsonSH","Nurses",79161
"WilsonSH","Parent Involvement",12556
"WilsonSH","Parent Involvement",15120
"WilsonSH","Psychiatric Social Workers",83522
"WilsonSH","Psychologists",10440
"WilsonSH","Sped-Allocation To Schools For Compliance",14727
"WilsonSH","Sped-Assistants",217665
"WilsonSH","Sped-Assistants",927162
"WilsonSH","Sped-Clerical Support-Sped Centers",18378
"WilsonSH","Sped-Deaf And Hard Of Hearing",51158
"WilsonSH","Sped-Ima Allocation To Schools",1747
"WilsonSH","Sped-Teacher-Resource Specialist Program",383023
"WilsonSH","Sped-Teacher-Special Day Program",954146
"WilsonSH","Substitutes-Day To Day And Long-Term",6620
"WilsonSH","Substitutes-Day To Day And Long-Term",8606
"WilsonSH","Substitutes-Day To Day And Long-Term",13902
"WilsonSH","Substitutes-Day To Day And Long-Term",125780
"WilsonSH","Teacher - Library Media",98954
"WilsonSH","Teacher Academic Differentials",6712
"WilsonSH","Teacher Assistants",1341
"WilsonSH","Teacher Assistants",12827
"WilsonSH","Teachers",160851
"WilsonSH","Teachers",608668
"WilsonSH","Teachers",983232
"WilsonSH","Teachers",3682752
"WilsonSH","Temporary Personnel Account",26848
"WilsonSH","Transportation",3333
"WiltonPlaceEEC","Early Childhood Development",1004417
"WiltonPlaceEEC","Housekeepers",59103
"WiltonPlaceEEC","Instructional Materials",9100
"WiltonPlaceEEC","Sped-Allocation To Schools For Compliance",765
"WiltonPlaceEEC","Sped-Assistants-Preschool",49500
"WiltonPlaceEEC","Sped-Ima Allocation To Schools",150
"WiltonPlaceEEC","Sped-Teacher-Special Day Program-Preschool",88767
"WiltonPlEL","Administrators (Principals & Assistant Principals)",143738
"WiltonPlEL","Advisors",98954
"WiltonPlEL","Afterschool Programs",897
"WiltonPlEL","Afterschool Programs",2692
"WiltonPlEL","Afterschool Programs",26878
"WiltonPlEL","Afterschool Programs",103763
"WiltonPlEL","Arts Program",38196
"WiltonPlEL","Cafeteria",232210
"WiltonPlEL","Campus Aides",21030
"WiltonPlEL","Categorical Program Advisors",100390
"WiltonPlEL","Certificated Supplemental Time (X, Z, & Professional Development)",848
"WiltonPlEL","Certificated Supplemental Time (X, Z, & Professional Development)",3610
"WiltonPlEL","Certificated Supplemental Time (X, Z, & Professional Development)",6127
"WiltonPlEL","Certificated Supplemental Time (X, Z, & Professional Development)",10451
"WiltonPlEL","Classified Overtime, X & Z Time",2000
"WiltonPlEL","Clerical Substitutes",1529
"WiltonPlEL","Clerical Support",180157
"WiltonPlEL","Coaches Instructional",22097
"WiltonPlEL","Coaches Instructional",59216
"WiltonPlEL","Coaches Instructional",81342
"WiltonPlEL","Common Core State Standards",61530
"WiltonPlEL","Coordinators",58045
"WiltonPlEL","Custodial Supplies",5993
"WiltonPlEL","Custodians",165710
"WiltonPlEL","Differentials/Longevities",718
"WiltonPlEL","Differentials/Longevities",1436
"WiltonPlEL","Employee Benefits/Adjustments/Public Employee Retirements",-17134
"WiltonPlEL","English Learner Implementation And Support",6416
"WiltonPlEL","General Supplies",9195
"WiltonPlEL","Indirect Cost",1389
"WiltonPlEL","Indirect Cost",5188
"WiltonPlEL","Instructional Materials",1000
"WiltonPlEL","Instructional Materials",9755
"WiltonPlEL","Instructional Materials",12158
"WiltonPlEL","Instructional Materials",17057
"WiltonPlEL","Nurses",19790
"WiltonPlEL","Nurses",19791
"WiltonPlEL","Nurses",29685
"WiltonPlEL","Parent Involvement",7350
"WiltonPlEL","Parent Involvement",7740
"WiltonPlEL","Parent Involvement",22050
"WiltonPlEL","Physical Education Teacher Incentive",18728
"WiltonPlEL","Psychologists",5220
"WiltonPlEL","Psychologists",15660
"WiltonPlEL","School Readiness Language Development Program",114774
"WiltonPlEL","Sped-Allocation To Schools For Compliance",5738
"WiltonPlEL","Sped-Assistants",95674
"WiltonPlEL","Sped-Assistants",386022
"WiltonPlEL","Sped-Assistants-Preschool",135465
"WiltonPlEL","Sped-Ima Allocation To Schools",829
"WiltonPlEL","Sped-Teacher-Resource Specialist Program",100430
"WiltonPlEL","Sped-Teacher-Special Day Program",390044
"WiltonPlEL","Sped-Teacher-Special Day Program-Preschool",201395
"WiltonPlEL","Substitutes-Day To Day And Long-Term",3915
"WiltonPlEL","Substitutes-Day To Day And Long-Term",105920
"WiltonPlEL","Teacher Assistants",70551
"WiltonPlEL","Teachers",401
"WiltonPlEL","Teachers",98954
"WiltonPlEL","Teachers",3247515
